Spcode,Category,English.Name,Scientific.Name
verfly8,group (monotypic),Vermilion Flycatcher (San Cristobal),Pyrocephalus rubinus dubius
ausneg1,species,Austral Negrito,Lessonia rufa
andneg1,species,Andean Negrito,Lessonia oreas
y00603,slash,Austral/Andean Negrito,Lessonia rufa/oreas
rivtyr2,species,Riverside Tyrant,Knipolegus orenocensis
rivtyr3,group (polytypic),Riverside Tyrant (Riverside),Knipolegus orenocensis orenocensis/xinguensis
rivtyr4,group (monotypic),Riverside Tyrant (Sclater's),Knipolegus orenocensis sclateri
ruttyr1,species,Rufous-tailed Tyrant,Knipolegus poecilurus
ambtyr1,species,Amazonian Black-Tyrant,Knipolegus poecilocercus
whwblt2,species,Caatinga Black-Tyrant,Knipolegus franciscanus
crbtyr1,species,Crested Black-Tyrant,Knipolegus lophotes
vebtyr1,species,Velvety Black-Tyrant,Knipolegus nigerrimus
andtyr3,species,Jelski's Black-Tyrant,Knipolegus signatus
andtyr2,species,Plumbeous Black-Tyrant,Knipolegus cabanisi
andtyr1,slash,Jelski's/Plumbeous Black-Tyrant,Knipolegus signatus/cabanisi
bbbtyr1,species,Blue-billed Black-Tyrant,Knipolegus cyanirostris
cintyr1,species,Cinereous Tyrant,Knipolegus striaticeps
whwblt1,species,White-winged Black-Tyrant,Knipolegus aterrimus
whwblt4,group (monotypic),White-winged Black-Tyrant (White-rumped),Knipolegus aterrimus heterogyna
whwblt5,group (polytypic),White-winged Black-Tyrant (White-winged),Knipolegus aterrimus aterrimus/anthracinus
hubtyr1,species,Hudson's Black-Tyrant,Knipolegus hudsoni
y00971,slash,White-winged/Hudson's Black-Tyrant,Knipolegus aterrimus/hudsoni
black-2,spuh,black-tyrant sp.,Knipolegus sp.
spetyr1,species,Spectacled Tyrant,Hymenops perspicillatus
drwtyr1,species,Drab Water Tyrant,Ochthornis littoralis
yebtyr2,species,Yellow-browed Tyrant,Satrapa icterophrys
ligtyr1,species,Little Ground-Tyrant,Muscisaxicola fluviatilis
sbgtyr1,species,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris
tacgrt1,species,Taczanowski's Ground-Tyrant,Muscisaxicola griseus
pugtyr1,species,Puna Ground-Tyrant,Muscisaxicola juninensis
cingrt1,species,Cinereous Ground-Tyrant,Muscisaxicola cinereus
wfgtyr1,species,White-fronted Ground-Tyrant,Muscisaxicola albifrons
ongtyr1,species,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha
rngtyr1,species,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex
rungrt1,group (monotypic),Rufous-naped Ground-Tyrant (Rufous-naped),Muscisaxicola rufivertex rufivertex
rungrt3,group (monotypic),Rufous-naped Ground-Tyrant (Chestnut-naped),Muscisaxicola rufivertex occipitalis
rungrt2,group (monotypic),Rufous-naped Ground-Tyrant (pallidiceps),Muscisaxicola rufivertex pallidiceps
dafgrt1,species,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus
dafgrt2,group (monotypic),Dark-faced Ground-Tyrant (mentalis),Muscisaxicola maclovianus mentalis
dafgrt3,group (monotypic),Dark-faced Ground-Tyrant (maclovianus),Muscisaxicola maclovianus maclovianus
wbgtyr1,species,White-browed Ground-Tyrant,Muscisaxicola albilora
plcgrt1,species,Plain-capped Ground-Tyrant,Muscisaxicola alpinus
cibgrt1,species,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus
bfgtyr1,species,Black-fronted Ground-Tyrant,Muscisaxicola frontalis
ground1,spuh,ground-tyrant sp.,Muscisaxicola sp.
bkbsht1,species,Black-billed Shrike-Tyrant,Agriornis montanus
wtstyr1,species,White-tailed Shrike-Tyrant,Agriornis albicauda
gresht1,species,Great Shrike-Tyrant,Agriornis lividus
gybsht1,species,Gray-bellied Shrike-Tyrant,Agriornis micropterus
gybsht2,group (monotypic),Gray-bellied Shrike-Tyrant (andecola),Agriornis micropterus andecola
gybsht3,group (monotypic),Gray-bellied Shrike-Tyrant (micropterus),Agriornis micropterus micropterus
lessht1,species,Lesser Shrike-Tyrant,Agriornis murinus
shrike1,spuh,shrike-tyrant sp.,Agriornis sp.
fiediu1,species,Fire-eyed Diucon,Xolmis pyrope
grymon1,species,Gray Monjita,Xolmis cinereus
bkcmon1,species,Black-crowned Monjita,Xolmis coronatus
whrmon2,species,White-rumped Monjita,Xolmis velatus
whimon1,species,White Monjita,Xolmis irupero
salmon1,species,Salinas Monjita,Xolmis salinarum
rubmon1,species,Rusty-backed Monjita,Xolmis rubetra
bawmon3,species,Black-and-white Monjita,Xolmis dominicanus
stbtyr1,species,Streak-throated Bush-Tyrant,Myiotheretes striaticollis
smbtyr1,species,Santa Marta Bush-Tyrant,Myiotheretes pernix
smbtyr2,species,Smoky Bush-Tyrant,Myiotheretes fumigatus
rbbtyr1,species,Rufous-bellied Bush-Tyrant,Myiotheretes fuscorufus
myioth2,spuh,Myiotheretes sp.,Myiotheretes sp.
rrbtyr1,species,Red-rumped Bush-Tyrant,Cnemarchus erythropygius
rwbtyr1,species,Rufous-webbed Bush-Tyrant,Polioxolmis rufipennis
chvtyr2,species,Chocolate-vented Tyrant,Neoxolmis rufiventris
stttyr2,species,Streamer-tailed Tyrant,Gubernetes yetapa
shtgrt1,species,Shear-tailed Gray Tyrant,Muscipipra vetula
piwtyr1,species,Pied Water-Tyrant,Fluvicola pica
bbwtyr1,species,Black-backed Water-Tyrant,Fluvicola albiventer
mawtyr1,species,Masked Water-Tyrant,Fluvicola nengeta
whmtyr1,species,White-headed Marsh Tyrant,Arundinicola leucocephala
cottyr1,species,Cock-tailed Tyrant,Alectrurus tricolor
stttyr1,species,Strange-tailed Tyrant,Alectrurus risora
tumtyr2,species,Tumbes Tyrant,Tumbezia salvini
crocht1,species,Crowned Chat-Tyrant,Ochthoeca frontalis
crocht2,group (polytypic),Crowned Chat-Tyrant (Crowned),Ochthoeca frontalis frontalis/albidiadema
crocht3,group (polytypic),Crowned Chat-Tyrant (Kalinowski's),Ochthoeca frontalis spodionota/boliviana
jelcht1,species,Jelski's Chat-Tyrant,Ochthoeca jelskii
gobcht1,species,Golden-browed Chat-Tyrant,Ochthoeca pulchella
yebcht1,species,Yellow-bellied Chat-Tyrant,Ochthoeca diadema
sbctyr1,species,Slaty-backed Chat-Tyrant,Ochthoeca cinnamomeiventris
slbcht2,group (monotypic),Slaty-backed Chat-Tyrant (Slaty-backed),Ochthoeca cinnamomeiventris cinnamomeiventris
slbcht1,group (monotypic),Slaty-backed Chat-Tyrant (Blackish),Ochthoeca cinnamomeiventris nigrita
slbcht3,group (polytypic),Slaty-backed Chat-Tyrant (Maroon-belted),Ochthoeca cinnamomeiventris thoracica/angustifasciata
rbctyr1,species,Rufous-breasted Chat-Tyrant,Ochthoeca rufipectoralis
bbctyr1,species,Brown-backed Chat-Tyrant,Ochthoeca fumicolor
bnbcht1,group (polytypic),Brown-backed Chat-Tyrant (Brown-backed),Ochthoeca fumicolor [fumicolor Group]
bnbcht2,group (monotypic),Brown-backed Chat-Tyrant (Rufous-browed),Ochthoeca fumicolor superciliosa
dorcht1,species,d'Orbigny's Chat-Tyrant,Ochthoeca oenanthoides
pictyr1,species,Piura Chat-Tyrant,Ochthoeca piurae
wbctyr1,species,White-browed Chat-Tyrant,Ochthoeca leucophrys
chat-t1,spuh,chat-tyrant sp.,Ochthoeca sp.
pattyr2,species,Patagonian Tyrant,Colorhamphus parvirostris
lottyr1,species,Long-tailed Tyrant,Colonia colonus
stftyr1,species,Short-tailed Field Tyrant,Muscigralla brevicauda
lahfla2,species,Large-headed Flatbill,Ramphotrigon megacephalum
rutfla1,species,Rufous-tailed Flatbill,Ramphotrigon ruficauda
dutfla1,species,Dusky-tailed Flatbill,Ramphotrigon fuscicauda
rampho1,spuh,Ramphotrigon sp.,Ramphotrigon sp.
rutatt1,species,Rufous-tailed Attila,Attila phoenicurus
cinatt1,species,Cinnamon Attila,Attila cinnamomeus
ochatt1,species,Ochraceous Attila,Attila torridus
cibatt1,species,Citron-bellied Attila,Attila citriniventris
ducatt1,species,Dull-capped Attila,Attila bolivianus
gyhatt1,species,Gray-hooded Attila,Attila rufus
brratt1,species,Bright-rumped Attila,Attila spadiceus
brratt2,group (polytypic),Bright-rumped Attila (Northern),Attila spadiceus [flammulatus Group]
brratt3,group (polytypic),Bright-rumped Attila (Southern),Attila spadiceus spadiceus/uropygiatus
attila1,spuh,attila sp.,Attila sp.
siryst3,species,Choco Sirystes,Sirystes albogriseus
whrsir1,species,White-rumped Sirystes,Sirystes albocinereus
todsir1,species,Todd's Sirystes,Sirystes subcanescens
sibsir1,species,Sibilant Sirystes,Sirystes sibilator
siryst1,spuh,sirystes sp.,Sirystes sp.
rufcas2,species,Rufous Casiornis,Casiornis rufus
astcas2,species,Ash-throated Casiornis,Casiornis fuscus
rufmou1,species,Rufous Mourner,Rhytipterna holerythra
gramou1,species,Grayish Mourner,Rhytipterna simplex
pabmou1,species,Pale-bellied Mourner,Rhytipterna immunda
ruffly1,species,Rufous Flycatcher,Myiarchus semirufus
yucfly1,species,Yucatan Flycatcher,Myiarchus yucatanensis
sadfly1,species,Sad Flycatcher,Myiarchus barbirostris
ducfly,species,Dusky-capped Flycatcher,Myiarchus tuberculifer
ducfly3,group (monotypic),Dusky-capped Flycatcher (Arizona),Myiarchus tuberculifer olivascens
ducfly4,group (polytypic),Dusky-capped Flycatcher (lawrenceii Group),Myiarchus tuberculifer [lawrenceii Group]
ducfly6,group (polytypic),Dusky-capped Flycatcher (tuberculifer/pallidus),Myiarchus tuberculifer tuberculifer/pallidus
ducfly5,group (polytypic),Dusky-capped Flycatcher (nigriceps/atriceps),Myiarchus tuberculifer nigriceps/atriceps
swafly1,species,Swainson's Flycatcher,Myiarchus swainsoni
swafly2,group (monotypic),Swainson's Flycatcher (phaeonotus),Myiarchus swainsoni phaeonotus
swafly4,group (polytypic),Swainson's Flycatcher (swainsoni Group),Myiarchus swainsoni [swainsoni Group]
venfly1,species,Venezuelan Flycatcher,Myiarchus venezuelensis
panfly1,species,Panama Flycatcher,Myiarchus panamensis
y00972,slash,Venezuelan/Panama Flycatcher,Myiarchus venezuelensis/panamensis
shcfly1,species,Short-crested Flycatcher,Myiarchus ferox
apifly1,species,Apical Flycatcher,Myiarchus apicalis
socfly2,species,Sooty-crowned Flycatcher,Myiarchus phaeocephalus
socfly6,group (monotypic),Sooty-crowned Flycatcher (phaeocephalus),Myiarchus phaeocephalus phaeocephalus
socfly7,group (monotypic),Sooty-crowned Flycatcher (interior),Myiarchus phaeocephalus interior
paefly1,species,Pale-edged Flycatcher,Myiarchus cephalotes
astfly,species,Ash-throated Flycatcher,Myiarchus cinerascens
nutfly,species,Nutting's Flycatcher,Myiarchus nuttingi
nutfly1,group (polytypic),Nutting's Flycatcher (Nutting's),Myiarchus nuttingi nuttingi/inquietus
nutfly2,group (monotypic),Nutting's Flycatcher (flavidior),Myiarchus nuttingi flavidior
y01144,slash,Ash-throated/Nutting's Flycatcher,Myiarchus cinerascens/nuttingi
grcfly,species,Great Crested Flycatcher,Myiarchus crinitus
bncfly,species,Brown-crested Flycatcher,Myiarchus tyrannulus
bncfly1,group (monotypic),Brown-crested Flycatcher (Arizona),Myiarchus tyrannulus magister
bncfly5,group (polytypic),Brown-crested Flycatcher (Cooper's),Myiarchus tyrannulus [cooperi Group]
bncfly3,group (monotypic),Brown-crested Flycatcher (Ometepe),Myiarchus tyrannulus brachyurus
bncfly4,group (polytypic),Brown-crested Flycatcher (South American),Myiarchus tyrannulus tyrannulus/bahiae
galfly1,species,Galapagos Flycatcher,Myiarchus magnirostris
grefly1,species,Grenada Flycatcher,Myiarchus nugator
rutfly1,species,Rufous-tailed Flycatcher,Myiarchus validus
lasfly,species,La Sagra's Flycatcher,Myiarchus sagrae
stofly1,species,Stolid Flycatcher,Myiarchus stolidus
purfly1,species,Puerto Rican Flycatcher,Myiarchus antillarum
leafly1,species,Lesser Antillean Flycatcher,Myiarchus oberi
myiarc,spuh,Myiarchus sp.,Myiarchus sp.
flafly1,species,Flammulated Flycatcher,Deltarhynchus flammulatus
cattyr,species,Cattle Tyrant,Machetornis rixosa
leskis1,species,Lesser Kiskadee,Pitangus lictor
grekis,species,Great Kiskadee,Pitangus sulphuratus
bobfly1,species,Boat-billed Flycatcher,Megarynchus pitangua
bobfly3,group (polytypic),Boat-billed Flycatcher (Northern),Megarynchus pitangua [mexicanus Group]
bobfly5,group (monotypic),Boat-billed Flycatcher (South American),Megarynchus pitangua pitangua
bobfly4,group (monotypic),Boat-billed Flycatcher (Tumbes),Megarynchus pitangua chrysogaster
rumfly1,species,Rusty-margined Flycatcher,Myiozetetes cayanensis
socfly1,species,Social Flycatcher,Myiozetetes similis
socfly3,group (polytypic),Social Flycatcher (Vermilion-crowned),Myiozetetes similis [texensis Group]
socfly4,group (polytypic),Social Flycatcher (Social),Myiozetetes similis [similis Group]
socfly5,group (monotypic),Social Flycatcher (Tumbes),Myiozetetes similis grandis
y00798,slash,Rusty-margined/Social Flycatcher,Myiozetetes cayanensis/similis
grcfly1,species,Gray-capped Flycatcher,Myiozetetes granadensis
ducfly2,species,Dusky-chested Flycatcher,Myiozetetes luteiventris
y00799,slash,Gray-capped/Dusky-chested Flycatcher,Myiozetetes granadensis/luteiventris
whbfly1,species,White-bearded Flycatcher,Phelpsia inornata
whrfly,species,White-ringed Flycatcher,Conopias albovittatus
yetfly2,species,Yellow-throated Flycatcher,Conopias parvus
thsfly2,species,Three-striped Flycatcher,Conopias trivirgatus
y00885,slash,Yellow-throated/Three-striped Flycatcher,Conopias parvus/trivirgatus
lebfly2,species,Lemon-browed Flycatcher,Conopias cinchoneti
gobfly1,species,Golden-bellied Flycatcher,Myiodynastes hemichrysus
gocfly1,species,Golden-crowned Flycatcher,Myiodynastes chrysocephalus
baifly1,species,Baird's Flycatcher,Myiodynastes bairdii
strfly1,species,Streaked Flycatcher,Myiodynastes maculatus
strfly2,group (polytypic),Streaked Flycatcher (Northern),Myiodynastes maculatus [maculatus Group]
strfly3,group (monotypic),Streaked Flycatcher (Southern),Myiodynastes maculatus solitarius
subfly,species,Sulphur-bellied Flycatcher,Myiodynastes luteiventris
y00607,slash,Streaked/Sulphur-bellied Flycatcher,Myiodynastes maculatus/luteiventris
pirfly1,species,Piratic Flycatcher,Legatus leucophaius
varfly,species,Variegated Flycatcher,Empidonomus varius
croslf1,species,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus
sulfly1,species,Sulphury Flycatcher,Tyrannopsis sulphurea
sntkin1,species,Snowy-throated Kingbird,Tyrannus niveigularis
whtkin1,species,White-throated Kingbird,Tyrannus albogularis
trokin,species,Tropical Kingbird,Tyrannus melancholicus
y00740,slash,White-throated/Tropical Kingbird,Tyrannus albogularis/melancholicus
coukin,species,Couch's Kingbird,Tyrannus couchii
y00325,slash,Tropical/Couch's Kingbird,Tyrannus melancholicus/couchii
caskin,species,Cassin's Kingbird,Tyrannus vociferans
thbkin,species,Thick-billed Kingbird,Tyrannus crassirostris
weskin,species,Western Kingbird,Tyrannus verticalis
y00619,slash,Cassin's/Western Kingbird,Tyrannus vociferans/verticalis
yebkin2,spuh,yellow-bellied kingbird sp.,Tyrannus sp. (yellow-bellied)
tyrann1,spuh,Tyrannus sp.,Tyrannus sp.
easkin,species,Eastern Kingbird,Tyrannus tyrannus
x00718,hybrid,Western x Eastern Kingbird (hybrid),Tyrannus verticalis x tyrannus
grykin,species,Gray Kingbird,Tyrannus dominicensis
x00859,hybrid,Tropical x Gray Kingbird (hybrid),Tyrannus melancholicus x dominicensis
logkin,species,Loggerhead Kingbird,Tyrannus caudifasciatus
logkin3,group (polytypic),Loggerhead Kingbird (Loggerhead),Tyrannus caudifasciatus [caudifasciatus Group]
logkin1,group (monotypic),Loggerhead Kingbird (Puerto Rican),Tyrannus caudifasciatus taylori
logkin2,group (monotypic),Loggerhead Kingbird (Hispaniolan),Tyrannus caudifasciatus gabbii
giakin1,species,Giant Kingbird,Tyrannus cubensis
sctfly,species,Scissor-tailed Flycatcher,Tyrannus forficatus
x00441,hybrid,Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus couchii x forficatus
x00442,hybrid,Western Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus verticalis x forficatus
fotfly,species,Fork-tailed Flycatcher,Tyrannus savana
fotfly1,group (monotypic),Fork-tailed Flycatcher (savana),Tyrannus savana savana
fotfly2,group (monotypic),Fork-tailed Flycatcher (monachus),Tyrannus savana monachus
fotfly3,group (monotypic),Fork-tailed Flycatcher (sanctaemartae),Tyrannus savana sanctaemartae
fotfly4,group (monotypic),Fork-tailed Flycatcher (circumdatus),Tyrannus savana circumdatus
flycat1,spuh,flycatcher sp. (Tyrannidae sp.),Tyrannidae sp.
alblyr1,species,Albert's Lyrebird,Menura alberti
suplyr1,species,Superb Lyrebird,Menura novaehollandiae
rusbir1,species,Rufous Scrub-bird,Atrichornis rufescens
nosbir1,species,Noisy Scrub-bird,Atrichornis clamosus
whecat1,species,White-eared Catbird,Ailuroedus buccoides
ocbcat1,species,Ochre-breasted Catbird,Ailuroedus stonii
taccat1,species,Tan-capped Catbird,Ailuroedus geislerorum
spocat2,species,Spotted Catbird,Ailuroedus maculosus
huocat1,species,Huon Catbird,Ailuroedus astigmaticus
bkccat1,species,Black-capped Catbird,Ailuroedus melanocephalus
norcat1,species,Northern Catbird,Ailuroedus jobiensis
arfcat1,species,Arfak Catbird,Ailuroedus arfakianus
spocat1,species,Black-eared Catbird,Ailuroedus melanotis
grecat1,species,Green Catbird,Ailuroedus crassirostris
tobcat2,species,Tooth-billed Bowerbird,Scenopoeetes dentirostris
arcbow1,species,Archbold's Bowerbird,Archboldia papuensis
vogbow2,species,Vogelkop Bowerbird,Amblyornis inornata
macbow2,species,MacGregor's Bowerbird,Amblyornis macgregoriae
strbow1,species,Streaked Bowerbird,Amblyornis subalaris
gofbow1,species,Golden-fronted Bowerbird,Amblyornis flavifrons
golbow1,species,Golden Bowerbird,Amblyornis newtoniana
flabow3,species,Masked Bowerbird,Sericulus aureus
flabow2,species,Flame Bowerbird,Sericulus ardens
fimbow1,species,Fire-maned Bowerbird,Sericulus bakeri
regbow1,species,Regent Bowerbird,Sericulus chrysocephalus
satbow1,species,Satin Bowerbird,Ptilonorhynchus violaceus
x00961,hybrid,Regent x Satin Bowerbird (hybrid),Sericulus chrysocephalus x Ptilonorhynchus violaceus
wesbow1,species,Western Bowerbird,Chlamydera guttata
spobow1,species,Spotted Bowerbird,Chlamydera maculata
grebow1,species,Great Bowerbird,Chlamydera nuchalis
yebbow1,species,Yellow-breasted Bowerbird,Chlamydera lauterbachi
fabbow1,species,Fawn-breasted Bowerbird,Chlamydera cerviniventris
paptre1,species,Papuan Treecreeper,Cormobates placens
whttre3,species,White-throated Treecreeper,Cormobates leucophaea
whttre1,group (monotypic),White-throated Treecreeper (Little),Cormobates leucophaea minor
whttre4,group (polytypic),White-throated Treecreeper (White-throated),Cormobates leucophaea [leucophaea Group]
whbtre2,species,White-browed Treecreeper,Climacteris affinis
rebtre1,species,Red-browed Treecreeper,Climacteris erythrops
brotre2,species,Brown Treecreeper,Climacteris picumnus
bkttre1,species,Black-tailed Treecreeper,Climacteris melanurus
ruftre3,species,Rufous Treecreeper,Climacteris rufus
austre1,spuh,Australian treecreeper sp.,Climacteridae sp.
grygra1,species,Gray Grasswren,Amytornis barbatus
strgra4,species,Pilbara Grasswren,Amytornis whitei
sangra1,species,Sandhill Grasswren,Amytornis oweni
rusgra1,species,Rusty Grasswren,Amytornis rowleyi
strgra2,species,Striated Grasswren,Amytornis striatus
whtgra1,species,White-throated Grasswren,Amytornis woodwardi
cargra2,species,Carpentarian Grasswren,Amytornis dorotheae
shtgra1,species,Short-tailed Grasswren,Amytornis merrotsyi
thbgra1,species,Western Grasswren,Amytornis textilis
thbgra2,group (monotypic),Western Grasswren (Western),Amytornis textilis textilis
thbgra3,group (monotypic),Western Grasswren (Gawler Ranges),Amytornis textilis myall
thbgra4,species,Thick-billed Grasswren,Amytornis modestus
blagra1,species,Black Grasswren,Amytornis housei
eyrgra1,species,Eyrean Grasswren,Amytornis goyderi
dusgra1,species,Dusky Grasswren,Amytornis purnelli
kalgra1,species,Kalkadoon Grasswren,Amytornis ballarae
souemu1,species,Southern Emuwren,Stipiturus malachurus
rucemu1,species,Rufous-crowned Emuwren,Stipiturus ruficeps
malemu1,species,Mallee Emuwren,Stipiturus mallee
walfai1,species,Wallace's Fairywren,Sipodotus wallacii
orcfai1,species,Orange-crowned Fairywren,Clytomyias insignis
brbfai1,species,Broad-billed Fairywren,Chenorhamphus grayi
brbfai2,species,Campbell's Fairywren,Chenorhamphus campbelli
empfai1,species,Emperor Fairywren,Malurus cyanocephalus
